Geneid	Chr	Start	End	Strand	Length	Bas.1	Bas.2	Bas.3	Ferro.3	Gad.1	Gad.2	Gad.3	LaCl.1	LaCl.2	LaCl.3	LaOx.1	LaOx.2	LaOx.3	LaP.1	LaP.2	LaP.3	Lop.1	Lop.2	Lop.3	MinLaCl.1	MinLaCl.2	MinLaCl.3	Mon.1	Mon.2	Mon.3	Xen.1	Xen.2	Xen.3
RHAL1_03928	RHAL1_chromosome	3956406	3957530	-	1125	649	327	426	131	364	374	605	630	536	481	779	550	624	783	365	1045	903	750	768	498	603	620	679	628	542	291	526	689
RHAL1_03929	RHAL1_chromosome	3957626	3958051	+	426	754	230	328	219	306	359	451	710	673	565	820	702	678	1091	393	1449	946	714	701	366	582	529	699	729	768	482	590	883
RHAL1_03930	RHAL1_chromosome	3958038	3959015	-	978	1678	651	804	567	858	735	1383	1414	1340	1193	1546	1303	1297	2945	1182	3518	1765	1634	1422	925	1358	1282	1733	1813	1556	1126	1398	2049
RHAL1_03931	RHAL1_chromosome	3959040	3959978	+	939	320	173	225	82	132	104	145	246	269	234	294	204	190	257	107	441	744	517	601	207	354	352	191	200	125	91	143	195
RHAL1_03932	RHAL1_chromosome	3960019	3960468	-	450	656	463	813	841	369	391	462	864	757	674	972	963	497	728	326	1101	847	887	744	421	594	743	569	657	672	658	1063	1503
RHAL1_03933	RHAL1_chromosome	3960592	3961080	-	489	971	435	608	1251	531	614	793	910	917	779	1049	985	721	1485	519	1972	771	778	735	619	813	799	1156	1220	1041	708	1125	1707
RHAL1_03934	RHAL1_chromosome	3961170	3962546	-	1377	5339	1994	2737	7798	4058	3845	5658	5113	5060	4716	6747	4897	5814	12283	4799	16461	4505	4416	4429	3493	5162	4197	8930	9575	7519	2722	3691	5683
RHAL1_03935	RHAL1_chromosome	3962590	3963750	-	1161	1758	990	1247	893	998	1004	1281	4692	4983	4978	4489	4000	7259	16102	6832	19874	3538	3737	3625	2227	3858	3618	7013	6884	6679	1240	1692	2767
RHAL1_03936	RHAL1_chromosome	3964045	3966270	+	2226	3943	2284	3359	1564	1621	1666	2312	3584	3360	2613	3650	3023	2325	3170	1161	3962	4627	3829	4161	1833	2470	2789	2480	2375	2115	1611	2211	3227
RHAL1_03937	RHAL1_chromosome	3966267	3967412	-	1146	6668	5371	7064	5271	4424	4472	6420	10610	12822	12070	13419	10482	8197	9226	3794	13266	11125	10032	8758	5755	7579	7663	6352	6455	4938	4145	5643	7854
RHAL1_03938	RHAL1_chromosome	3968508	3970478	-	1971	2363	1523	2550	4323	1753	1378	2486	2582	2317	2125	2605	2167	1571	1817	696	2664	3561	3137	2905	1507	2222	2207	1124	1285	1274	1244	1499	1991
RHAL1_03939	RHAL1_chromosome	3970842	3971246	+	405	1257	537	539	917	703	495	817	596	586	527	679	662	576	962	364	1160	779	563	749	315	494	420	597	511	529	450	609	757
RHAL1_03940	RHAL1_chromosome	3971319	3972326	+	1008	2998	1336	1708	3991	3300	2575	4142	2418	2177	1881	3999	3235	2907	2164	853	3369	3596	2816	2604	1640	2234	2202	1717	1250	1487	1818	2412	3616
RHAL1_03941	RHAL1_chromosome	3972323	3973858	+	1536	1571	815	1181	1313	1260	1224	1578	1105	1000	898	1479	1212	1109	1375	608	1927	1733	1371	1294	729	1179	1088	1160	1024	902	886	1068	1475
RHAL1_03942	RHAL1_chromosome	3973865	3975862	-	1998	21682	27152	35763	11495	11395	10180	12987	15059	13339	12600	17430	13528	9686	13169	4882	15140	42287	34583	35489	10695	18363	20180	9755	9705	8788	5213	9480	14023
RHAL1_03943	RHAL1_chromosome	3976220	3977890	-	1671	6952	3620	4065	5300	5441	4820	7138	6855	6807	5414	6390	5193	5600	7891	3003	10618	6546	6469	6184	3221	4807	4501	4883	4576	5166	7324	11645	17648
RHAL1_03944	RHAL1_chromosome	3978144	3978359	+	216	66345	68037	146543	63236	27890	28253	38945	59728	64607	76225	81640	68013	41880	29693	12886	35115	140065	129405	120017	37070	59865	62531	12113	11942	15463	48491	79530	111578
RHAL1_03945	RHAL1_chromosome	3978392	3979153	-	762	636	348	451	323	360	330	471	636	458	402	536	437	512	688	312	912	734	579	551	289	460	456	451	531	358	425	487	685
RHAL1_03946	RHAL1_chromosome	3979158	3979658	-	501	781	162	241	1429	480	329	613	757	830	782	576	532	1123	2002	694	2735	530	500	548	196	287	294	790	749	762	411	460	630
RHAL1_03947	RHAL1_chromosome	3979666	3979899	-	234	687	117	127	1244	378	281	468	356	491	425	392	307	834	1269	425	1470	234	220	265	107	179	180	710	811	508	250	371	491
RHAL1_03948	RHAL1_chromosome	3980011	3980508	-	498	3885	496	530	3515	2112	1510	2898	1828	1722	1789	2185	1532	4320	9660	3371	12023	1257	1569	1700	614	1016	986	4356	4823	3397	1831	2301	3191
RHAL1_03949	RHAL1_chromosome	3980643	3981281	-	639	1880	775	898	1561	1107	859	1613	1263	1789	1632	1484	1230	1273	2877	1168	3840	1414	1394	1231	779	1094	1122	1630	1823	1461	1324	2125	3145
RHAL1_03950	RHAL1_chromosome	3981418	3982251	-	834	1549	547	628	1106	789	783	1146	891	846	847	921	804	819	1351	572	1881	1098	863	982	346	656	542	891	819	646	585	840	1132
RHAL1_03951	RHAL1_chromosome	3982258	3982875	-	618	4448	1851	1843	2714	2090	2001	2833	1861	1618	1621	2216	1614	1993	3745	1231	4271	1964	2383	2234	899	1569	1374	2055	2393	1867	1913	2962	4852
RHAL1_03952	RHAL1_chromosome	3983038	3984360	-	1323	7372	2199	3498	6517	4053	4091	5609	5429	5578	4855	6565	4946	5308	10934	3898	13662	3853	3767	4091	3149	4707	3867	8091	7431	6401	2093	3366	4649
RHAL1_03953	RHAL1_chromosome	3984564	3985769	-	1206	4373	1425	3034	3840	3169	3311	4707	4140	4962	4736	5752	4075	5095	11496	4172	14944	3411	3382	3494	3187	4241	3932	8393	7543	6114	2376	2689	3748
RHAL1_03954	RHAL1_chromosome	3985785	3986234	-	450	3968	1123	1999	3872	2672	2749	3873	2970	3578	3180	4894	4024	4268	11387	3990	12504	1840	1913	1833	2494	3272	2509	8244	8037	6283	1833	2550	3626
RHAL1_03955	RHAL1_chromosome	3986256	3986987	-	732	9170	2434	5533	6237	5587	6298	8945	5344	6448	5457	9122	6817	7588	23868	8648	25125	3057	3352	3528	5101	6740	5038	15448	17153	14180	4086	6370	8929
RHAL1_03956	RHAL1_chromosome	3987191	3987697	-	507	4275	2257	3114	2903	2560	2230	3310	4105	4253	3220	4588	3859	3314	6031	2169	6560	3108	3196	3407	2152	3170	2858	4090	4635	4162	2447	3749	5187
RHAL1_03957	RHAL1_chromosome	3987788	3989473	-	1686	1296	790	1114	451	796	699	928	1265	1173	1011	1556	1195	799	1240	479	1741	1892	1638	1642	809	1135	1194	939	873	801	718	956	1104
RHAL1_03958	RHAL1_chromosome	3989784	3991580	+	1797	7187	7293	10931	3458	4656	3922	5897	4684	4228	4270	5457	4380	3435	3873	1585	5230	11543	9448	9086	3052	4942	6211	3084	2904	2642	2770	4412	6206
RHAL1_03959	RHAL1_chromosome	3991628	3991927	-	300	1406	958	1330	1793	1082	1164	1924	788	961	877	1292	931	1183	1788	777	2589	1267	1061	911	533	836	993	1030	1240	926	952	1171	1659
RHAL1_03960	RHAL1_chromosome	3992331	3992453	+	123	680	293	362	635	496	467	791	420	377	387	623	506	309	758	248	745	473	425	421	272	405	398	484	632	544	586	921	1385
RHAL1_03961	RHAL1_chromosome	3992492	3992971	-	480	8024	5225	6807	9146	5877	5291	8569	8496	10026	8015	9761	7730	7303	13625	5408	16403	11272	9003	8520	5376	7852	7438	8110	8823	8049	5239	8825	12749
RHAL1_03962	RHAL1_chromosome	3993217	3996549	-	3333	6094	2122	3396	3764	3244	3297	4923	5679	5742	4666	6800	5424	6191	9594	3813	11212	5671	5304	5218	3072	4674	4523	6469	6887	6549	2943	4567	6567
RHAL1_03963	RHAL1_chromosome	3996731	3997309	+	579	1943	779	990	1914	1489	1331	2029	1335	1397	1216	1332	1171	1582	2101	798	2794	1102	1424	1442	757	1290	953	1264	1395	1155	876	987	1703
RHAL1_03964	RHAL1_chromosome	3997325	3998491	-	1167	598	189	279	504	390	338	487	622	547	569	681	490	600	814	326	1274	867	697	642	337	557	451	657	595	484	242	382	406
RHAL1_03965	RHAL1_chromosome	3998537	3998911	-	375	338	245	281	131	185	171	200	213	153	139	234	151	142	193	62	225	502	486	475	125	175	225	147	118	125	61	72	76
RHAL1_03966	RHAL1_chromosome	3998908	4000065	-	1158	285	137	142	150	189	153	234	198	213	195	239	182	165	187	83	373	544	367	398	99	167	183	197	173	129	140	123	157
RHAL1_03967	RHAL1_chromosome	4000058	4000807	-	750	424	201	336	169	260	198	319	610	391	350	558	463	298	171	63	284	941	769	793	303	375	483	115	165	104	202	218	283
RHAL1_03968	RHAL1_chromosome	4000889	4002043	-	1155	307	67	110	255	182	140	297	130	90	156	213	134	140	284	122	415	197	148	224	82	176	131	151	140	104	106	145	189
RHAL1_03969	RHAL1_chromosome	4002115	4002789	+	675	389	183	256	152	251	176	341	344	316	239	402	341	292	591	209	795	504	409	450	230	370	310	415	501	422	155	214	388
RHAL1_03970	RHAL1_chromosome	4002958	4003464	+	507	23016	19165	26476	8715	13724	13304	20133	27970	23885	20094	31173	25808	17834	16558	7461	19424	39351	30505	27235	11362	18138	21031	10981	10002	10992	7182	9941	14133
RHAL1_03971	RHAL1_chromosome	4003565	4004371	-	807	99110	17048	28930	40936	53372	38438	62595	53596	78374	71303	48735	40930	72646	115411	38845	127577	26053	34934	38379	17810	32346	27479	82711	70650	52269	16986	27652	34616
RHAL1_03972	RHAL1_chromosome	4004572	4006944	-	2373	10099	4445	7198	6924	5896	6204	8215	9032	10118	8737	12986	9948	10523	17104	6413	19887	8522	7777	7088	7118	9328	7695	11420	12294	10678	6169	10012	13254
RHAL1_03973	RHAL1_chromosome	4007188	4007679	+	492	1902	258	398	632	1141	1070	1596	828	923	1000	1396	896	2003	3428	1203	4351	722	669	742	495	858	718	2781	2519	1762	338	480	674
RHAL1_03974	RHAL1_chromosome	4008087	4008968	-	882	857	435	698	614	652	475	848	1188	984	773	1169	976	985	1379	560	1771	1144	984	859	531	711	749	1095	906	894	494	749	887
RHAL1_03975	RHAL1_chromosome	4008965	4010332	-	1368	1431	837	1251	1388	946	1003	1340	1762	1614	1299	1821	1518	1362	2345	1016	2856	2214	1813	1675	957	1390	1477	1289	1557	1255	1083	1539	2016
RHAL1_03977	RHAL1_chromosome	4011661	4012599	+	939	5633	5127	7268	3374	3111	2916	4167	3866	4260	3694	4933	3971	3510	4676	1933	6201	6550	6026	5324	2530	3982	4158	3689	3816	3212	2557	3953	6198
RHAL1_03978	RHAL1_chromosome	4012610	4012906	-	297	682	438	641	455	362	326	508	630	640	604	679	622	473	742	251	769	658	579	581	372	472	458	394	417	338	333	548	708
RHAL1_03979	RHAL1_chromosome	4013062	4013544	+	483	1662	646	1181	6368	2518	3326	3973	1074	985	802	1181	1067	938	2006	652	2427	1148	1096	1092	735	977	902	1289	1559	1295	902	1188	2090
RHAL1_03980	RHAL1_chromosome	4013688	4014431	+	744	4084	3595	4782	2255	1866	1820	2810	3673	3860	3290	3763	3062	2424	2925	1155	3926	6500	5738	5351	1811	3011	3294	1815	1778	1741	1612	2282	3145
RHAL1_03981	RHAL1_chromosome	4014550	4015218	+	669	97988	44410	46475	175128	82589	57358	99056	130107	197731	176283	95519	80199	130332	62348	25622	93653	76768	81136	90703	23202	36199	43928	30499	21250	25017	19488	28706	40104
RHAL1_03982	RHAL1_chromosome	4015403	4016206	+	804	11201	3670	4133	26855	9576	7793	12594	7181	11286	10518	5607	4480	8178	9499	3735	12692	3985	4683	5338	1763	3154	2845	5665	4885	4011	2723	3598	4774
RHAL1_03983	RHAL1_chromosome	4016454	4016702	+	249	1837	645	862	7967	910	888	1143	898	1255	1467	937	870	919	2077	620	2904	621	648	837	317	450	490	812	881	951	1306	1935	2456
RHAL1_03984	RHAL1_chromosome	4016933	4017370	-	438	358	154	128	671	220	195	250	247	228	232	220	190	291	402	183	585	184	198	184	94	119	152	227	204	166	206	216	329
RHAL1_03985	RHAL1_chromosome	4017420	4018184	-	765	582	228	265	474	342	313	477	487	439	550	765	485	516	822	305	1070	641	570	609	198	372	428	525	580	471	231	377	505
RHAL1_03986	RHAL1_chromosome	4018181	4018951	-	771	346	179	204	172	199	201	308	321	226	201	360	311	341	476	182	719	522	364	399	119	212	255	290	301	256	222	218	340
RHAL1_03987	RHAL1_chromosome	4019063	4019164	+	102	54	28	42	43	75	49	60	25	43	43	30	38	67	115	55	105	52	58	53	14	50	39	55	85	41	71	61	82
RHAL1_03988	RHAL1_chromosome	4019161	4019826	-	666	524	226	330	201	394	302	490	485	435	506	638	491	548	827	385	1036	738	652	649	328	501	507	562	466	440	236	253	361
RHAL1_03989	RHAL1_chromosome	4019886	4021073	+	1188	375	145	222	91	240	235	400	312	286	287	435	263	343	547	209	742	474	429	367	268	371	338	382	439	336	285	398	542
RHAL1_03990	RHAL1_chromosome	4021086	4023314	-	2229	782	274	342	229	279	310	564	651	636	623	760	664	591	1047	431	1560	886	789	750	440	640	574	823	705	602	368	358	615
RHAL1_03991	RHAL1_chromosome	4023451	4023900	-	450	2539	1230	2210	1815	1290	1499	1953	2155	2260	2014	2934	2737	1437	5320	1520	7662	2794	2489	2159	2171	2578	2446	5166	6143	4313	3137	4260	5279
RHAL1_03992	RHAL1_chromosome	4024554	4024817	-	264	19878	16771	24324	19759	12918	15702	20026	9681	6479	5671	13734	9590	3311	2367	1096	3160	12457	10044	10140	5173	7035	6747	2776	2614	2670	39492	58004	80676
RHAL1_03993	RHAL1_chromosome	4024966	4025355	-	390	41697	43693	67033	10800	12461	11738	16521	31443	32902	25453	27694	23060	16811	11049	4463	13890	39989	36929	39270	13738	24915	24172	7042	6140	6652	5622	10543	14797
RHAL1_03994	RHAL1_chromosome	4025438	4026187	-	750	2201	1161	1500	1552	1288	1152	1835	3135	3437	3202	2974	2375	2563	2412	1115	3483	2970	2520	2590	1774	2422	2081	1728	1490	1507	769	1022	1422
RHAL1_03995	RHAL1_chromosome	4026340	4027128	+	789	10370	7784	10795	7652	9645	8576	12539	20351	24830	18545	20226	16205	11999	6965	3266	9720	15400	13187	11154	8509	11741	11464	5221	3487	4494	3445	5813	8709
RHAL1_03996	RHAL1_chromosome	4027224	4028891	+	1668	5532	3472	4319	3459	3377	2859	4711	5866	6413	4611	5751	4929	2817	4375	1980	6419	5331	4644	4581	2896	4227	4178	2489	2471	2611	3393	3725	5156
RHAL1_03997	RHAL1_chromosome	4028945	4029631	+	687	273	89	138	131	173	116	175	161	165	99	242	163	185	378	149	505	329	330	333	163	190	181	204	245	148	112	196	215
RHAL1_03998	RHAL1_chromosome	4029636	4030943	+	1308	246	77	78	119	93	97	144	162	132	115	154	95	172	134	78	242	165	134	158	71	187	111	156	143	125	90	113	173
RHAL1_03999	RHAL1_chromosome	4030946	4032175	-	1230	491	231	386	609	254	364	511	637	586	408	714	607	386	911	352	1348	438	446	391	380	418	456	602	674	577	412	618	834
RHAL1_04000	RHAL1_chromosome	4032326	4034197	+	1872	1968	800	802	1131	1239	1276	1919	2129	2198	1828	2602	1947	2243	4234	1730	5785	2346	2085	1873	1579	2199	1928	3388	3429	2756	1178	1435	2482
RHAL1_04001	RHAL1_chromosome	4034322	4034981	+	660	401	152	148	298	212	199	405	449	372	371	397	372	297	704	279	817	395	375	376	242	404	355	495	438	443	197	317	411
RHAL1_04002	RHAL1_chromosome	4034988	4035800	+	813	1426	602	855	805	644	635	1177	1045	877	703	1183	967	808	2105	929	2778	1496	1274	1360	635	948	1019	1414	1536	1333	1171	1534	2254
RHAL1_04003	RHAL1_chromosome	4035800	4036726	+	927	1303	547	670	1057	757	773	1165	1972	1401	1087	2520	1920	1728	3641	1407	4283	1875	1553	1504	1399	1284	1721	4145	3435	3339	1182	1786	2661
RHAL1_04004	RHAL1_chromosome	4036931	4040107	-	3177	5537	2301	3165	8842	4310	4568	6417	4287	3709	3599	5995	4659	4047	6533	2454	7979	3626	3506	3328	2426	3255	3100	5745	5589	4684	2604	3696	5480
RHAL1_04005	RHAL1_chromosome	4040319	4041548	-	1230	2292	752	1026	2556	1851	1762	2739	1523	1428	1326	2343	1642	1472	2891	1058	3108	1637	1337	1539	1137	1605	1403	2703	2808	2210	940	1389	1926
RHAL1_04006	RHAL1_chromosome	4041639	4042235	-	597	1747	649	1293	1338	1065	1137	1715	1707	1545	1545	2592	2013	1806	5242	1536	5960	1339	1470	1602	1521	1869	1343	4419	5423	4100	1511	1859	2527
RHAL1_04007	RHAL1_chromosome	4042385	4042996	-	612	1137	478	678	1370	776	760	1265	1116	1150	1000	1221	937	1220	2836	1187	3329	1006	845	736	647	957	749	1786	2130	1468	972	1490	1807
RHAL1_04008	RHAL1_chromosome	4042993	4043151	-	159	249	91	158	236	151	191	254	337	264	238	440	315	274	671	235	854	284	228	236	160	289	217	498	510	484	222	334	562
RHAL1_04009	RHAL1_chromosome	4043148	4043924	-	777	3676	1416	1843	2540	2299	2032	3413	2315	2072	2097	2825	2317	2958	6650	2557	7044	2601	2682	2393	1848	2790	2210	4049	4793	3523	2259	3483	4818
RHAL1_04010	RHAL1_chromosome	4044405	4044644	-	240	4730	4004	5136	2803	1949	2008	2807	4747	4127	3047	4715	3589	2508	2515	984	3017	5480	5035	5249	2100	3464	3621	1860	1603	1900	1491	2329	3562
RHAL1_04011	RHAL1_chromosome	4045137	4045907	-	771	2167	864	1258	1458	901	1030	1384	2994	2610	2110	3159	2792	2149	2948	1135	3918	3200	2700	2301	1624	2220	2174	2472	2342	2287	1163	1525	2115
RHAL1_04012	RHAL1_chromosome	4046069	4046527	+	459	2053	2134	2878	1959	856	984	1363	1452	1235	1187	1298	1222	756	1489	423	2342	1862	1576	1599	737	959	1283	740	767	1087	8143	12791	18527
RHAL1_04013	RHAL1_chromosome	4046756	4047223	+	468	2066	952	1383	1340	1156	1014	1696	3141	2701	2521	3503	2727	1952	2440	997	3017	2671	2874	2832	1451	2131	2255	1441	1570	1470	925	1259	1880
RHAL1_04014	RHAL1_chromosome	4047341	4048936	+	1596	1181	677	878	1076	826	862	1174	1347	1374	1107	1766	1426	1169	1980	891	2608	1449	1131	1430	768	1231	1144	1253	1392	1271	1215	1553	2295
RHAL1_04015	RHAL1_chromosome	4049001	4049288	+	288	523	258	310	605	240	166	287	448	467	469	596	482	466	588	226	810	392	419	491	187	346	320	434	449	442	501	723	861
RHAL1_04016	RHAL1_chromosome	4049254	4049955	+	702	3251	1427	2220	5549	2452	2267	3529	2847	3144	2833	3214	2457	2784	5854	2349	7102	2219	2272	2152	1338	2069	1856	2847	3870	3552	2522	3656	6097
RHAL1_04017	RHAL1_chromosome	4049914	4050222	-	309	54	14	18	31	23	23	37	56	27	23	48	29	38	64	10	68	34	23	36	24	41	17	36	48	45	25	21	87
RHAL1_04018	RHAL1_chromosome	4050695	4050889	-	195	711	226	278	1603	493	420	590	416	327	250	387	318	290	295	137	430	254	283	217	158	210	198	218	256	264	353	477	728
RHAL1_04019	RHAL1_chromosome	4050886	4051137	-	252	10193	3792	5915	10984	5791	4901	8633	7704	8976	7895	8738	7268	10164	18539	6714	25214	6068	6212	6212	4476	6445	5544	10334	10251	9566	12087	13455	19409
RHAL1_04020	RHAL1_chromosome	4051570	4053720	+	2151	13357	4859	6369	7820	12327	11360	16300	12864	14230	11257	13658	10949	12347	28619	11319	32024	10724	10573	9950	6733	11074	9393	18527	19460	17082	10190	17822	26647
RHAL1_04021	RHAL1_chromosome	4054705	4056861	-	2157	3223	1126	1488	1461	2135	2246	3105	2944	2698	2663	3600	2648	3808	7246	2861	9927	3225	2841	2737	2021	3027	2448	5535	5095	4162	2070	2589	3797
RHAL1_04022	RHAL1_chromosome	4057039	4057446	+	408	2807	1248	2079	1364	1452	1218	1754	3081	2513	1916	2691	2280	1833	2127	905	3234	3336	3549	3472	2030	2753	2547	1584	1599	1554	2125	2113	3025
RHAL1_04023	RHAL1_chromosome	4057489	4057839	+	351	1519	579	858	2619	1057	1000	1669	1472	1426	1426	1845	1465	2071	3233	1149	4953	1305	1422	1354	672	1154	1039	1646	1807	1653	1725	1974	2894
RHAL1_04024	RHAL1_chromosome	4057967	4058116	+	150	1047	396	719	1253	535	454	828	444	338	339	557	508	411	1137	461	1117	430	439	546	171	277	298	540	554	498	896	1392	2163
RHAL1_04025	RHAL1_chromosome	4058169	4060358	+	2190	3824	1154	1561	3038	2144	1785	2729	2786	1983	1869	2763	2156	2708	4114	1664	5322	3765	3513	3697	1080	1836	1986	2469	2569	2227	1372	1961	2829
RHAL1_04026	RHAL1_chromosome	4060387	4061385	+	999	165	37	92	141	121	124	125	180	80	128	154	130	117	191	86	290	172	178	143	45	117	95	128	170	86	60	120	110
RHAL1_04027	RHAL1_chromosome	4061388	4062266	+	879	468	116	229	678	330	220	426	325	393	334	464	338	471	910	298	1022	359	421	409	214	276	280	438	593	460	375	505	796
RHAL1_04028	RHAL1_chromosome	4062263	4063063	+	801	387	112	210	348	290	204	380	431	306	308	404	309	521	630	229	788	423	487	432	178	328	322	453	369	282	190	286	384
RHAL1_04029	RHAL1_chromosome	4063210	4064181	-	972	1941	608	856	1770	1156	1033	1605	891	1002	812	1130	966	798	1914	771	2638	1151	1013	1259	625	787	770	1213	1207	973	876	1091	1636
RHAL1_04030	RHAL1_chromosome	4064363	4064890	-	528	90685	81382	112669	88958	43070	36568	56260	89600	101600	89138	98359	82424	52362	108706	40759	119724	121102	113207	92600	50239	76299	76940	70748	77781	68842	63991	106906	159296
RHAL1_04031	RHAL1_chromosome	4065090	4066310	-	1221	1794	1223	2111	1274	1117	1179	1691	2433	2480	2336	3249	2768	1607	2674	944	3707	3691	2937	2376	1717	2282	2569	2282	1962	1566	1382	1956	2481
RHAL1_04032	RHAL1_chromosome	4066400	4067182	+	783	1419	578	676	891	808	732	1168	1290	1177	1015	1395	953	1193	2169	904	2972	1352	1096	1084	657	1026	887	1682	1416	1359	715	1041	1564
RHAL1_04033	RHAL1_chromosome	4067244	4067924	+	681	647	396	615	221	577	460	619	564	418	549	699	482	383	421	166	561	1110	766	758	322	550	550	358	246	254	279	339	367
RHAL1_04034	RHAL1_chromosome	4067960	4068433	-	474	2345	1884	2618	1643	1559	1271	1771	2672	2488	2041	2613	2136	1646	1232	536	1714	2803	2390	2378	1275	2115	1545	1299	987	920	852	1025	1367
RHAL1_04035	RHAL1_chromosome	4068439	4068690	-	252	3715	3061	3795	2300	2459	2268	3207	5041	4611	4314	5070	3640	3739	2095	884	3708	5691	5134	4449	2232	3642	2983	1538	1201	1304	1039	1706	2254
RHAL1_04036	RHAL1_chromosome	4068687	4069289	-	603	3022	1226	1886	2352	1607	1676	2666	3935	3701	3325	5609	4399	3332	5533	2146	6577	4024	3651	3644	2471	3281	3146	4183	4122	3572	2051	2941	4043
RHAL1_04037	RHAL1_chromosome	4069356	4069661	-	306	1077	1180	964	2490	1390	1457	2616	7195	7912	8999	11676	9347	7946	6280	2818	9453	10712	8467	7314	3351	4858	4667	4913	5067	3898	3064	4648	5832
RHAL1_04038	RHAL1_chromosome	4069718	4070056	-	339	3348	3437	4056	8819	2482	2417	4349	26370	32730	26317	35927	31433	23539	24873	10149	28327	30256	25284	24166	15120	21945	20554	19152	20482	19407	11236	20886	26118
RHAL1_04039	RHAL1_chromosome	4070041	4071021	-	981	11610	9003	9583	11175	11988	10327	17659	77925	85925	75385	100135	78178	67992	54914	23588	80926	114636	97342	90179	41758	66567	57005	49422	43637	37860	15608	23891	30715
RHAL1_04040	RHAL1_chromosome	4071097	4071627	+	531	756	286	518	505	488	540	634	960	665	699	1182	879	701	1005	499	1430	1167	976	755	494	858	767	770	859	718	338	556	662
RHAL1_04041	RHAL1_chromosome	4071722	4072684	+	963	804	340	511	572	428	423	541	756	832	678	1037	760	847	1386	465	1665	1007	829	802	551	645	718	807	967	741	471	627	846
RHAL1_04042	RHAL1_chromosome	4072695	4073315	+	621	392	145	206	218	239	234	347	380	385	355	551	448	407	661	244	764	441	371	345	287	324	329	474	505	436	193	353	360
RHAL1_04043	RHAL1_chromosome	4073433	4073783	+	351	9953	5479	7211	9010	9894	8434	13956	17737	17550	19904	17424	13631	18542	12542	4976	24031	20153	17594	14779	10053	13762	10682	8842	6614	6277	2132	2388	2944
RHAL1_04044	RHAL1_chromosome	4073832	4074266	-	435	2096	1297	1731	7839	2237	1946	3167	2729	3557	2817	2791	2265	2811	2833	1066	3476	2070	1793	1776	2448	2971	1830	2185	1892	1879	888	1429	1467
RHAL1_04045	RHAL1_chromosome	4074445	4075863	-	1419	39976	16031	27479	30939	23395	22468	30460	28158	28355	24790	40419	29994	26953	45198	14174	60413	33911	36074	31209	22627	29014	22922	37533	34765	31264	8831	13885	18731
RHAL1_04046	RHAL1_chromosome	4076136	4076375	+	240	12813	8597	9757	12878	7185	7012	11378	8285	7795	7395	9201	7916	6576	14776	5743	17972	12847	12317	10654	3018	4938	5046	6208	7555	6840	12707	18272	23885
RHAL1_04047	RHAL1_chromosome	4076523	4077401	+	879	9138	3087	5031	7123	5345	5260	7919	3539	3570	3434	5331	4115	5011	16228	5959	16587	3574	3314	3339	3646	5122	3896	10241	11962	8832	4326	6743	9574
RHAL1_04048	RHAL1_chromosome	4077453	4077851	+	399	17710	10360	11530	14044	17431	14943	24044	28840	32494	28507	30242	23622	19271	8775	3989	15707	26536	24071	21648	12309	16527	15958	7049	5489	5431	2932	3981	5686
RHAL1_04049	RHAL1_chromosome	4077918	4078688	+	771	5428	2793	3754	5631	5394	4772	7166	5655	6317	4506	5561	4533	3222	2270	1103	3005	4112	3644	3445	3061	4084	3340	2171	1995	2028	1107	1709	2386
RHAL1_04050	RHAL1_chromosome	4078709	4079401	+	693	1050	652	887	1471	726	702	1109	952	1090	790	953	791	668	578	225	739	824	721	737	319	453	480	384	398	401	345	440	681
RHAL1_04051	RHAL1_chromosome	4079445	4079921	+	477	1145	497	693	1317	645	671	1104	795	809	679	744	743	689	1125	497	1195	663	587	570	379	582	482	806	691	671	491	639	919
RHAL1_04052	RHAL1_chromosome	4079970	4080158	-	189	4392	3213	3703	7134	3849	3418	5896	5904	8141	6795	7730	6509	7152	7337	3124	9488	2614	2640	2434	1626	2574	1915	4977	5031	4693	1793	3096	4714
RHAL1_04053	RHAL1_chromosome	4080261	4080464	-	204	86617	53476	91122	129748	29343	28947	47738	83090	99701	87670	88690	84861	83183	99758	39338	110346	43773	43870	48086	25659	38415	36596	61693	59743	79041	81238	117562	160937
RHAL1_04054	RHAL1_chromosome	4080711	4081013	+	303	1823	839	1103	1262	927	857	1381	1654	1855	1562	2185	1770	1713	7126	2684	6609	1096	1131	1266	762	1327	1092	4536	5582	5166	1569	2517	3447
RHAL1_04055	RHAL1_chromosome	4081110	4083188	+	2079	2181	1261	1542	11296	1884	1287	1923	2063	2093	1677	2139	1723	1771	2954	882	3597	2026	1908	2011	1225	1624	1470	1856	1863	1720	1231	1643	2089
RHAL1_04056	RHAL1_chromosome	4083244	4083996	+	753	244	98	153	1236	166	137	191	198	152	109	155	176	229	282	85	365	215	287	252	120	168	185	200	212	184	167	267	291
RHAL1_04057	RHAL1_chromosome	4083999	4084394	+	396	111	53	67	433	92	81	117	72	79	68	65	64	93	121	39	212	137	101	90	42	73	55	56	80	95	82	88	107
RHAL1_04058	RHAL1_chromosome	4084478	4086361	+	1884	829	368	460	797	490	449	818	900	583	573	807	768	642	1707	665	2328	786	915	866	480	775	730	1295	1407	963	1895	1374	1946
RHAL1_04059	RHAL1_chromosome	4086324	4087415	-	1092	370	124	137	218	206	143	275	407	263	205	358	293	244	745	274	886	331	290	312	199	249	265	467	506	387	314	276	486
